genus	BB	BD	BN	CS	CT	FD	FJ	FL	JTW	LH	WS	WZ	XZY	YJC	YW	YY	ZG	ZX	BB2	BD2	BN2	CS2	CT2	FD2	FJ2	FL2	JTW2	LH2	WS2	WZ2	XZY2	YJC2	YW2	YY2	ZG2	ZX2	BB3	BD3	BN3	CS3	CT3	FD3	FJ3	FL3	JTW3	LH3	WS3	WZ3	XZY3	YJC3	YW3	YY3	ZG3	ZX3
g__Reyranella	0.000442983	0.002172727	0	0.001278054	0.001634762	0.000885238	0	0.001609642	0.003419915	0.008691496	0.000932752	0.001378785	0.000713841	0	0.000514325	0.000947903	0.001723632	0	0.001602332	0.003259224	0.004876836	0.003770856	0.001738461	0.002147685	0.004778475	0.002551731	0.001586827	0.001573276	0.008428359	0.005601607	0.003632682	0.003945348	0.004475052	0.010492333	0.004415156	0.003465032	8.7964E-05	0.000437047	0.002449538	0.002950666	0.002376301	0.002845312	0.002699571	0.003516247	0.001298848	0.002803221	0.00042008	0.003045272	0.00141161	0.001967723	0.000866168	0.005203924	0.000789728	0.002779383
g__alphaI_cluster	0	0	0	0	0	0.000153441	0	0	0	0	0	0	0.000778735	0.001682904	0.000946826	0	0.000317833	0	0.000979203	0.000641816	0.001065328	0.0004649	0	0.000720106	0.00066823	0	0	0.000449507	0.001124587	0.001011217	0.00083373	0.00115183	0.000786681	0.001097659	0.000694372	0.000239327	0	0.001456823	0.000171147	0	0	0.000673221	0.000436294	0.000148896	0	0.000295076	0.001032696	0.000533273	0.000541439	0.000317375	0.000936876	0	0	2.75186E-05
g__Methylobacterium-Methylorubrum	0.005043191	0.000782593	0	0.002400831	0	0.001321955	0.00134857	0.004310115	0.002995958	0.000993673	0.000910276	0.009236736	0.002504932	0.001923319	0.001203988	0.007216703	0.000880153	0.004350196	0.000890185	0.003449763	0.002035961	0.00348675	0.000851729	0.001528646	0.005333232	0.001113482	0.001288009	0.001029135	0.012588123	0.004883111	0.00329919	0.006712387	0.003095137	0.00393866	0.002816791	0.001238255	0	0.000163893	0	9.59566E-05	0.001711743	0.000368366	0	0	0	0	0	0	0.000232045	0.000476062	0.000212123	0	0.000263243	0
g__Methylocystis	0	0.003696724	0	0.000621111	0	0.000318686	0	0.000332571	0	0.000276719	0.003202823	0.00425966	0.003997508	0.002976565	0.002922302	0.009706529	0.003740648	0.007267148	0.001724733	0.020046732	0.002947408	0.003887081	0.0013651	0.002551955	0.02969211	0.002911293	0.002029902	0.001395839	0.046652236	0.021501657	0.021605526	0.025366732	0.026914793	0.018805488	0.029202914	0.019916132	0.000402121	0.007739374	0.004834897	0.001667246	0.001349256	0.006427356	0.006898902	0.000836111	0.000463068	0.001254073	0.009941889	0.012082854	0.018563638	0.010409889	0.015131428	0.020496524	0.010661324	0.007237403
g__Hyphomicrobium	0	0.000360405	0	0	0	0.000271473	0	0	0	0.000503126	0	0.001446042	0.00048022	0.000377795	0.000245473	0.000606658	0.000293384	0	0.000100146	0.000852412	0.000307762	0.001097681	0	0	0.002017298	0.000289969	0	0	0.003639793	0.001210799	0.001012387	0.001734364	0.001134883	0.000645682	0.001428047	0	0.00033929	0.001129038	0.00022463	0.000311859	0.000503454	0.001371847	0.000109074	0.000194711	0.000135532	0.000614742	0.000122523	0.000210503	0.004312179	0.003300697	0.00176769	0.0004857	0.001725701	0.000151353
g__Mesorhizobium	0.005452098	0.001678457	0	0.003977497	0.001753415	0.001109498	0.00094045	0.005480764	0.00375908	0.003609927	0.001449699	0.00820545	0.004802201	0.004705263	0.002665139	0.015204368	0.002518214	0.007297428	0.002258843	0.003008514	0.002414744	0.005049331	0.000781724	0.003360495	0.0043498	0.002319755	0.001566219	0.000839869	0.00910553	0.006666046	0.002024774	0.007056612	0.001508879	0.004519774	0.004611676	0.00247651	0.000854508	0.00934188	0.001123151	0.00170323	0.06414	0.007316516	0.000654441	0.000675761	0.000621188	0.002016352	0.002765525	0.001487552	0.015895115	0.00701398	0.017889024	0.000957522	0.005235602	0.001348414
g__Phyllobacterium	0	0	0	0.000656944	0	0	0	0.000984409	0	0	0.000247235	0.001446042	0.000584052	0.000457933	0.000572771	0.001718865	0.000806807	0.000343171	0.000311565	0	0.000970632	0.000839403	0	0.000467437	0	0.000672729	0.000288514	0.000425849	0.001305972	0	0.000452596	0	0	0	0.000995703	0.000707574	0.000201061	0.003004698	0.00028881	0.000635713	0.015727893	0.002210197	0.00016361	0.000435236	0	0.000860638	0.001312749	0.000449072	0.004002785	0.002221623	0.003340934	0.000305297	0.001111469	0.000385261
g__Alsobacter	0.007292181	0.001235674	0.005735594	0.011669712	0.003480462	0.004815693	0.000585563	0.011174373	0.018753003	0.008075167	0.001820552	0.01551413	0.002738553	0.001866077	0.001753381	0.016860039	0.000611217	0.000807461	0.000322692	0	0	0.000309933	0	0	0	0.000220377	0.000216386	0	0	0	0	0	0.00032241	0	0	0.000197705	0.000716278	0.011308592	0.001358478	0.003574384	0.001772157	0.017046465	0.000504465	0.001660768	0.001502146	0.005102354	0.003833228	0.001094614	0.003035928	0.003046797	0.005638932	0.001124048	0.003275907	0.001307136
g__norank_f__Rhizobiales_Incertae_Sedis	0.009524134	0.007815637	0.005166527	0.010009436	0.005853504	0.006586169	0.004338491	0.010934923	0.017792035	0.011747984	0.002910636	0.011142374	0.003945592	0.002232424	0.004102912	0.013662445	0.004755269	0.002341637	0.001112731	0.005134531	0.005113576	0.005540059	0.001820133	0.004080601	0.008220491	0.004082769	0.002668755	0.001585105	0.013664341	0.006825712	0.004585517	0.004964783	0.00638372	0.006263115	0.005476365	0.003798008	0.003103873	0.00748443	0.005530181	0.004989745	0.003121413	0.01368036	0.004199332	0.003058104	0.003636774	0.005790865	0.007753973	0.005318701	0.014444831	0.016059159	0.013664245	0.005897781	0.006113077	0.004746966
g__Bradyrhizobium	0	0.002049159	0	0.006043884	0.00262353	0.001841295	0.001987366	0.006225722	0.00443741	0.002817504	0.002787018	0.015671065	0.008124805	0.004464848	0.002256017	0.012954678	0.002701579	0.010850256	0.002970991	0.004151749	0.00364579	0.010021179	0.001015074	0.002728823	0.009645208	0.002308156	0.001792909	0.001301205	0.01469219	0.016618545	0.005323964	0.015278293	0.004397673	0.005488297	0.005777696	0.002362049	0.002060871	0.023564118	0.004492603	0.008720059	0.15111666	0.033330793	0.00227691	0.003241361	0.002236277	0.009344071	0.010554505	0.004406523	0.043566539	0.03195963	0.02681586	0.004024368	0.013279125	0.005104708
g__Pseudolabrys	0.00155044	0.000411891	0	0.000513611	0	0.000601962	0.000541202	0.001303677	0	0.000704376	0.000146094	0.002824827	0.00120704	0.000721245	0.000315609	0.002692045	0.000305609	0.001201098	0.000222546	0.000812299	0.000402457	0.00099437	0	0.000328469	0.001588622	0.00038276	0.000597636	0.000283899	0.003543055	0.001729712	0.001286327	0.00252873	0.001315433	0.002292171	0.000903993	0.000395409	3.76989E-05	0.001092618	0.000267417	0.000395821	0.011700264	0.001879938	5.45368E-05	0.000309246	5.64717E-05	0.000602447	0.000490093	8.42011E-05	0.001624318	0.001555136	0.00153789	0.000208157	0.0008921	0.000110075
g__Pseudorhodobacter	0	0.000731107	0	0.01880054	0.00336181	0.001876704	0	0.004070665	0.007984511	0.005270241	0.001269891	0.00516764	0.002154501	0.004441951	0.003296356	0.001023735	0.000317833	4.0373E-05	0.004128231	0.000451277	0.024620921	0.0321685	0.013826014	0.055915609	0.000617798	0.032325786	0.007449845	0.012716325	0.0031561	0.002448208	0.000166746	0	0.002772727	0.000661824	0.001074311	0.006950876	0	0.006756019	0.004300063	0.004965755	0.002879755	0.003455021	0.002236008	0.004959397	0.042285972	0.006958874	0.004323321	0.002455865	0.014715551	0.007156799	0.005515193	0.002803181	0.006244699	0.003632461
g__Rhodobacter	0.003526826	0.007331665	0	0.005434718	0.006064441	0.005276017	0.00040812	0.014207418	0.032065233	0.022426827	0.001404747	0.005089173	0.008085869	0.002759047	0.004301628	0.0015672	0.003398367	0	0.005140816	0.001073037	0.005042554	0.003693373	0.006113782	0.004977576	0.001298636	0.004175559	0.005347814	0.004980068	0.002551483	0.002182099	0.000869462	0.002422814	0.001354122	0.001468927	0.000864689	0.003329761	0.000867074	0.012164475	0.00504883	0.003994195	0.003222104	0.001905343	0.002822278	0.003779679	0.008222272	0.009565378	0.004585871	0.004167953	0.035812353	0.036688513	0.010517756	0.003330512	0.009666852	0.004279149
g__norank_o__Rhodospirillales	6.81512E-05	0.000864972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004156276	0	0.000144655	0.000411164	4.73479E-05	0	0	0	0	0	0	0	0.000338585	0	0.00054788	0	0	0	0.000864689	0	0	3.64206E-05	0	0	0	0.000190534	0.000218147	0	0	0	0	0.000182436	0	0.000714093	0	0.000222034	0	9.63153E-05
g__norank_f__Rhodospirillaceae	0	0.00094735	0	3.58333E-05	0	8.26222E-05	0	0.000345873	0	0.000301875	0	0	0	0	0	0	0.000892377	0	0.001357532	0.001714853	0	0.000167881	0	0	0.001462541	0.000521945	0	0	0.00201942	0.001024522	0.003132444	0.002555208	0.002901691	0.00125908	0.004978514	0.000489059	0	0	0.000149753	0	0	0	0.000245416	0.000114536	0	0.000122948	0	0.000392938	0	0	0	0.000180403	2.92492E-05	9.63153E-05
g__norank_f__Mitochondria	0.000800777	0.00117389	0	0	0.002267574	0.000342292	0.006183902	0.00113074	0.000819649	0.001320705	0.000157332	0.004013048	0.003050047	0.0061592	0.002291085	0.004006471	0.003875116	0.001372684	0.001591205	0.002085903	0.001029817	0.001381786	0.001236757	0.001566547	0.001903825	0.001994989	0.001257097	0.000165608	0.003035177	0.001836156	0.002096236	0.001257745	0.001302537	0.001275222	0.002214128	0.000114461	0.00087964	0.000655571	0.000181843	0.000455794	0.000926355	0.001600488	0.000749881	0	0	0.000442614	0.009574319	0.000378905	0.003403334	0.002158148	0.002828304	0.000735488	0.000965223	0.000495336
g__Candidatus_Cryptoprodotis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Candidatus_Megaira	0.000136302	0.000288324	0	0.000179167	0	8.26222E-05	0	0.000638536	0	0	0	0.000526853	0.000389368	0.000263312	0.000526014	0.000227497	0.000488974	0	0.000712148	0.001624598	0.000639197	0.001007283	0	0.001035942	0.001613839	0.000916303	0.00032973	0.000248412	0.0033133	0.002235321	0.002274893	0.002793518	0.002179492	0.001275222	0.002646473	0.000686763	0	0.000400626	0.00016045	0.000263881	0	0.000952671	0.000340855	6.87214E-05	0	0.000368845	0.00015753	0.000350838	0.000541439	0.000491931	0.000459599	0.000693857	7.31229E-05	0.000371502
g__norank_f__Clade_III	0.008535941	0.028636743	0.000973404	0.01077388	0.087393872	0.029838415	0.001419547	0.015590912	0.025776547	0.017772914	0.008585813	0.032003497	0.065647389	0.055055009	0.050053186	0.023267865	0.044325461	0.00046429	0.092990909	0.064312003	0.04328784	0.028759233	0.08259439	0.030269724	0.078006405	0.045119235	0.008150522	0.025787525	0.022902886	0.099498383	0.208599333	0.09043849	0.083955585	0.076497175	0.114466513	0.026263488	0.08102742	0.023728011	0.021767732	0.027083758	0.05185573	0.02424866	0.042388711	0.019367992	0.005500339	0.012184177	0.042358048	0.030045749	0.077367831	0.033768666	0.082144562	0.028337103	0.016277165	0.051157159
g__Altererythrobacter	0	0	0	0	0	0	0	0	0	0.000654063	0	0	0	0	0	0	0	0	0.00161346	0	0.000201229	0.00023245	0	0	0	0.000197179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112943	0.000110653	0	0	0	0.000206294	0	0	0	0
g__Novosphingobium	0	0.006301937	0	0.015671098	0	0.013927741	0.00126872	0	0	0.004075318	0.003157871	0.075754688	0.028047451	0.035959198	0.057873266	0.012866207	0.006405555	3.02798E-05	0.002715063	0.001123179	0.001124513	0.00162715	0.000630046	0.000985408	0	0.00502227	0.000710981	0.00095816	0	0	0	0	0.001070401	0	0.000131014	0.001810557	0.003053608	0.098007794	0.015050221	0.02177016	0.017580603	0.015039504	0.010321085	0.022403189	0.043720352	0.017483248	0.017678359	0.023113194	0.123641567	0.043813574	0.075975323	0.02046877	0.042235807	0.045075539
g__Sandarakinorhabdus	0.000187416	0.001307755	0	0.000286666	0	0.000472127	0	0.000917895	0	0.000427657	7.86658E-05	0	0.001388745	0.000286208	0.000280541	0	0.000892377	0	0.000100146	0	0	0	0.000198348	0	0	0	0	0.000153779	0	0	0	0	0	0	0	0	0	0	0.00022463	0.00015593	0	0.000203237	4.09026E-05	0.000400875	0.000621188	0.000836048	0	0.000154369	0	0	7.07076E-05	0.000138771	0.000116997	0.000357742
g__Sphingoaurantiacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55704E-05	0	0.001146113	0	0	0	0	0	0	0.000197179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sphingomonas	0.000170378	0.016887543	0	0.001887221	0	0.00025967	0.000239549	0	0	0.001899299	0.000932752	0.001894428	0.001855986	0.000973108	0.001835206	0.001630394	0.010806318	0.000565223	0.000244801	0	0.001124513	0.002040395	0	0	0	0	0.001741388	0	0	0	0	0.004686755	0.000876955	0	0	0.000385004	0	0.000309575	0.00012836	0.000203908	0.001892986	0.00088916	4.09026E-05	0	0.002733228	0.000553267	0.000385073	0.000421005	0.001895038	0.003332434	0.000494953	0	0.00016087	0.00020639
g__Sphingorhabdus	0	0.001451917	0	0.000406111	0	0.004969135	0	0	0	0.000817579	0.000337139	0	0.00084363	0.003606223	0.005341968	0	0.000354506	0	0.002036297	0.001935477	0.008830388	0.007606281	0.006277127	0.008578106	0	0.008003155	0.017836351	0.00825674	0	0	0.002620295	0.001045914	0.007402535	0	0	0.003163273	0.000929905	0.001657137	0.007166772	0.009211836	0.004490807	0.002896121	0.030486059	0.030019815	0.140953241	0.02606504	0.00068263	0.004448623	0.001469621	0.000666487	0.000123738	0.008534436	0.000921349	0.016937725
g__norank_o__211ds20	0	0	0	0	0	0	0	0.000345873	0	0	0	0	0	0	0	0	0	0	0.005463508	0.001163292	0.000414294	0.000297019	0.00117842	0.000227402	0.000882568	0.001206273	0.000669765	0.000283899	0.001172957	0	0.001036208	0.000807605	0.001057505	0.000807103	0.002305838	0.000447437	0	0	0	0	0	0	5.45368E-05	0	0	0	0	0	0	0	0	0	0	0
g__Rheinheimera	0.000306681	0.016228517	0	0.000704722	0.001054685	0.001109498	0	0.000904592	0	0.002767191	0.001415985	0.000493224	0.001168103	0.000629658	0.001098785	0.000985819	0.007212361	0	0.000834548	0.000762157	0.000426131	0.001510925	0.000443366	0.001364412	0	0.001275865	0.001092232	0.000934502	0.000604617	0	0	0	0	0.001598063	0	0.002153939	0	0.003004698	0.000278114	0.000215902	0	0.000127023	0.000954394	0.000412329	0.007397786	0.000454909	0.00026255	0.000154369	0.00013536	0.000111081	0.000176769	0.000666102	0.000935974	0.000261427
g__GKS98_freshwater_group	0.000306681	0	0	0.002950275	0.002715815	0.000472127	0	0.001556431	0.001540375	0	0.000314663	0	0	0.000228967	0.000257163	0.000417077	0	0	0.003204665	0.000411164	0.002734343	0.002815228	0.001073412	0.001301244	0.000718663	0.001774613	0.00172078	0.000910844	0.001596188	0.001689796	0.00026203	0	0.000786681	0.001275222	0	0.001987451	0	0.000182103	0.000246024	0.000611724	0.000463177	0.001651297	4.09026E-05	0.000377968	0.000135532	0.000430319	0	0.000112268	0.000483428	0.000301506	0.000335861	9.71399E-05	0.000219369	0.000151353
g__norank_f__B1-7BS	0	0	0	0	0.000316406	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000712148	0.001153264	0	0	0	0	0.001437325	0	0	0	0.00201942	0.000918078	0.001619819	0.001681407	0.002024735	0.001291364	0.002043811	0	0	3.64206E-05	0	0	0	0	2.72684E-05	0	0	0	0	0	0	0.000396718	0	2.77543E-05	8.77475E-05	0
g__Burkholderia-Caballeronia-Paraburkholderia	0.011858314	0	0	0	0	0	0.000390375	0.001343585	0	0	0	0.002466119	0	0.000984556	0	0.001959	0	0.000767088	0.000200292	0	0.000177555	0	0	0	0.000428676	0.000533544	0	0	0.001112495	0.000532219	0	0.000609013	0	0	0	0.000114461	0.000226193	0.000983356	0.000331597	0.000563745	0.01750005	0.0027818	0.000149976	0.000148896	0.000124238	0.000491793	0.000350067	0.000589408	0.02426809	0.001523398	0.01506072	0	0.000862851	0.000577892
g__Limnobacter	0.001056344	0.03232317	0	0.007775827	0.008094711	0.011649729	0.001206615	0.016282658	0.003320991	0.007421104	0.009496089	0.067840689	0.095589762	0.075650551	0.042992905	0.066947246	0.011111926	0	0.003293683	0.009587132	0.00301843	0.002699003	0.00240351	0.002615122	0.011309479	0.001925397	0.004708961	0.005263967	0.020182111	0.010937105	0.012255836	0.008843934	0.015398305	0.011073446	0.016455298	0.003121651	0.008406846	0.016243581	0.005391124	0.003370477	0.003201965	0.008713767	0.005262799	0.005543529	0.001197199	0.008102293	0.017905902	0.008335906	0.032312333	0.020851516	0.08529105	0.010574374	0.013396122	0.005366136
g__Polynucleobacter	0.003833507	0.003501076	0	0.006366384	0.030981385	0.005795357	0	0.040986005	0.012096888	0.01401205	0.002225119	0.002051363	0.009046309	0.007178102	0.010789138	0.003361897	0.002212606	0	0.019561807	0.005866602	0.012132906	0.010408595	0.01822467	0.014768492	0.006934463	0.014370882	0.016610166	0.015023008	0.009613408	0.006692657	0.004930919	0.005467881	0.009362789	0.011864407	0.005410858	0.013776885	0.005642263	0.004188367	0.004161006	0.008324237	0.00489357	0.017262404	0.003994819	0.007559358	0.005387396	0.012565316	0.008069033	0.005922142	0.018602313	0.010854214	0.010800587	0.004357419	0.002325309	0.004375464
g__Acidovorax	0	0.004036535	0	0	0	0	0	0	0.001441452	0.003534458	0.000528185	0.003071439	0.002115564	0.001442489	0	0.003564116	0.004755269	0	0.000812293	0.002878145	0	0	0	0	0	0	0	0	0.00149945	0	0.000476417	0	0	0.000952381	0	0.001259066	0	0.001056197	0.001647288	0.001487328	0.00249713	0.001397251	0.000968028	0.001236986	0	0.000528678	0.001942869	0.002175194	0.001314924	0.00238031	0.001502537	0.000971399	0.003641522	0.000743003
g__Limnohabitans	0.004600208	0.033950141	0.01310351	0.087552705	0.106984654	0.14385704	0.003460146	0.097722556	0.065331675	0.051608115	0.048716623	0.183714648	0.160276711	0.278984304	0.249611334	0.215730138	0.005733216	0.003078445	0.194460826	0.081681158	0.243770789	0.197608348	0.25777057	0.337856105	0.062813627	0.27168971	0.376521139	0.324260383	0.052190527	0.027369373	0.008623154	0.014457448	0.044221767	0.076432607	0.004100723	0.288794314	0.009726306	0.153130349	0.161551874	0.178551295	0.08447953	0.202957092	0.118222101	0.241739111	0.098260673	0.27453126	0.151193727	0.159238261	0.025196272	0.060015551	0.080288487	0.130223006	0.10441955	0.08907785
g__Malikia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000656511	0	0	0	0	0.003107826	0	0.001171476	0	0.002969114	0	0.001064438	0	0	0	0	0	0.012809173	0	0	0	0	0	0	0	0	0	0	0	0.000336804	0	0	0	0	0	0
g__Polaromonas	0	0	0	0	0.00114697	0.000991466	0	0.001676156	0	0	0	0	0	0.001053246	0.000409122	0	0	0	0.003683139	0.001223462	0.001728199	0.000981456	0.002613525	0.002589855	0.002937691	0.001357057	0.002813012	0.002212049	0.004389518	0.000851551	0	0	0.003030655	0	0.000419243	0.001123794	0.000150795	0.000400626	0.0006418	0.000323854	0	0.000698626	0	0.000297793	0.000112943	0.001327842	0.00015753	0.000449072	0	0	0.000318184	0.00038856	0.000584983	0.000385261
g__Rhizobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001001458	0	0.00050899	0.000826489	0.001668456	0.00624092	0	0.001484643	0.001195272	0.001029135	0	0	0	0	0	0	0	0.000780413	0	0	0	0	0	0	0	0	0	0	0	5.6134E-05	0	0.000444325	0	0	0	0
g__Rhodoferax	0	0.00049427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004161613	0.003128855	0.004344172	0.004842709	0.008260606	0.00583665	0.002988123	0.00520785	0.008923327	0.007464187	0.010532426	0.003113482	0	0	0.008730865	0.004778047	0	0.003496249	0	0	0.000331597	0.000611724	0.00086594	0	0	0.000549772	0	0.000233602	0	0	0	0	0	0	0.000906724	0.000110075
g__Candidatus_Methylopumilus	0.001277836	0.009164581	0	0.001934998	0.009149396	0.004862906	0	0.014446869	0.002232837	0.00250305	0.001696934	0.001277898	0.010266327	0.017493045	0.013512724	0.003248148	0.010708523	0.000272518	0.034316616	0.03015534	0.009493259	0.007218865	0.01459607	0.011054261	0.030120786	0.011726362	0.014003235	0.010658055	0.041464624	0.014928749	0.026155312	0.015410687	0.023265111	0.03173527	0.03469238	0.00962509	0.003845284	0.002786175	0.002182122	0.001187463	0.0019534	0.0027818	0.00347672	0.002015829	0.000880958	0.003086002	0.004270811	0.004813495	0.006381251	0.004792358	0.020628944	0.003719071	0.003436778	0.004430502
g__Methylophilus	0	0	0	0	0	0	0	0	0	0.000301875	0	0	0	0	0	0	0	0	0.00041171	0	0	0	0	0	0	0	0	0	0.007231218	0	0	0	0	0	0.001991406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190425	0	0	0	0
g__Methylotenera	0	0	0	0	0.01274851	0.000649174	0	0.0047092	0.008620446	0.013835956	0	0	0	0.001888974	0	0	0	0	0.009714139	0.019224405	0.012345971	0.015393357	0.030603911	0.050066326	0.006871422	0.017943305	0.047347216	0.056720726	0.002817515	0.006133827	0.001738923	0	0.001070401	0.01039548	0	0.023193865	0	0.000109262	0.001401264	0.001307409	0.000483316	0.000622412	0.000477197	0.000939193	0.002902643	0.002237659	0.0010502	0.000631508	0	0	0	0	0.000292492	0.000646688
g__norank_f__MWH-UniP1_aquatic_group	0.000903004	0.002821455	0	0.002735275	0.005260244	0.002478666	0	0.010389507	0.003956926	0.003207426	0.000359615	0	0.003634098	0.00397257	0.002548247	0.0031344	0.00323945	0	0.004729106	0	0	0.000477814	0.001353433	0	0	0.000313167	0.0005049	0	0	0.000532219	0.000607432	0	0	0	0.001100514	0	0.003882983	0.00125651	0.000930611	0.000935577	0.000604144	0.002438839	0.00042266	0.000755936	0.000384007	0.003122887	0.001400266	0.000659575	0.008488997	0.00388784	0.004684379	0.00058284	0.000745854	0.000825559
g__MND1	0	0	0	0	0	0.00022426	0	0	0	0	0	0	0	0	0	0	0	0	0.001068222	0.000922611	0.000544501	0.000671522	0	0	0.001651663	0.000429155	0.000267906	0	0.00424441	0.0009713	0.001679371	0.001125351	0.002282663	0.003276836	0.001349439	0.000665952	0	0	0	2.39892E-05	0	0	0	0	0	3.68845E-05	0	0	0	0.0002539	0.000123738	6.93857E-05	0	0
g__Massilia	0.006781047	0.001297458	0.00101833	0	0	0	0	0	0	0	0.007574395	0.012442691	0	0.000583865	0.001215678	0.009428478	0.006503349	0.001635108	0.000845675	0.005174644	0.001420438	0.005488403	0	0	0	0	0.004461664	0.000591457	0.007074017	0	0	0.020243076	0.004217124	0	0.003786291	0.000239327	0	0	0	0	0	0	0	0	0.000530834	0	0	0	0	0	0	0	0.00016087	0
g__norank_f__Oxalobacteraceae	0	0	0	0.004706107	0	0.006114042	0.000594435	0.012318416	0.004564597	0.006603524	0	0.00425966	0	0.003880983	0.003319735	0	0	0	0.003950194	0.003600189	0.00290006	0	0.005192047	0.00356263	0.005850165	0.005579011	0	0.002070099	0.003579332	0	0.00522868	0.004858868	0.007157504	0.005649718	0.006419663	0	0	0.002658703	0.001989581	0.000527761	0	0	0.00448565	0	0	0	0.008069033	0.002722501	0	0.00087278	0.001414152	0.001429345	0.006961303	0.000990671
g__Methyloversatilis	0	0	0	0	0.002083004	0	0	0.001290374	0.005469037	0.004704225	0	0	0	0	0	0	0	0	0.001580078	0	0	0	0	0	0	0	0	0.000887185	0	0	0	0	0	0	0	0	0	0	0.000267417	0	0	0	0	0	0.000248475	0.000430319	0	0	0	0	0	0	8.77475E-05	0
g__norank_f__TRA3-20	0.000681512	0.002316889	0	0.000955555	0.005115224	0.002207193	0	0.004762412	0.002897035	0.002968441	0.000663041	0	0.000441283	0.001236419	0.00088838	0	0.002078138	0	0.001880515	0.004713339	0.001929428	0.001317217	0.000968404	0.001516013	0.003757218	0.001148279	0.000690373	0.000650603	0.007061925	0.005029472	0.006133873	0.00549436	0.007557292	0.005875706	0.006445865	0.00196664	0.001093267	0.000309575	0.000887824	0.000347843	0.000644421	0.000762137	0.001404322	0.000584132	0.000451773	0.001364726	0.000822656	0.001417385	0.00027072	0.000238031	0.000707076	0.001554239	0.000687356	0.000825559
g__BD1-7_clade	0.000102227	0.000854674	0	0	0	0.000672781	0	0.00183579	0.001497979	0.003018754	0	0	0.000389368	0	0	0	0	0	0.000534111	0.001945506	0.000698382	0.000555297	0.000606711	0.001364412	0.003240285	0.000858309	0.00055642	0	0.003410039	0.00208896	0.001453073	0.00136366	0.001586258	0.002728006	0.002790588	0.000936495	0.000289025	0	0	0	4.02763E-05	0	9.54394E-05	0	0.000158121	0.000258191	0	0.000112268	7.73485E-05	0.000856912	0	0.00019428	0.00016087	0
g__norank_o__Ga0077536	0	0	0	0	0.000276855	0.000472127	0	0.00051881	0.000254374	0.000238985	0	0	0	0	0	0.000189581	0.000207814	0	0.000678766	0.000361022	0	0	0.000350026	0.00077064	0.000731271	0.000208778	0.000144257	0.000201095	0.000979479	0.00041247	0.00027394	0.000317746	0.00132833	0.000984665	0.000641966	0	6.28314E-05	0	2.13933E-05	0	0	0	0.000136342	0	0	0	0	0	9.66856E-05	0	0	0	5.84983E-05	0.000110075
g__Acidibacter	0.000596323	0.002893536	0	0.000967499	0.007013658	0.002348831	0.000576691	0.00828766	0.00233176	0.004540709	0.00083161	0.000896771	0.002517911	0.003205532	0.002688518	0.001415536	0.005733216	0	0.003071137	0.002777861	0.001242883	0.000852317	0.001120082	0.001528646	0.004311975	0.001855804	0.001452874	0.00124206	0.005768045	0.002381681	0.001476894	0.00115183	0.001624947	0.002857143	0.003236034	0.00104055	0.007916761	0.000163893	0.000898521	0.00112749	0.000986769	0.000927267	0.001172541	0.001866932	0.000971312	0.004057294	0.000350067	0.001669988	0.000541439	0.000650618	0.00102526	0.001998307	8.77475E-05	0.000880597
g__Methylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002581535	0.003971239	0.001183698	0.000736092	0.000245018	0.000783273	0.01076733	0.000487149	0.000236994	0.000212925	0.020448142	0.036616682	0.002120057	0.003640841	0.002966173	0.015560936	0.003288439	0.023891034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__BIyi10	0	0.000823783	0	0	0.001094236	0.000247867	0	0.000731655	0	0.001182345	0	0	0.000207663	0	0	0	0.001222434	0	0.001657969	0.000481362	0.000248577	0	0.000303356	0.000379003	0.000680838	0.000313167	0.000164865	0.00027207	0.000761817	0.000878162	0	0	0	0.001323648	0.000641966	0	0.000213627	0	0	0	0	0	0.000109074	4.58143E-05	0	0	0	0.000126302	0	0	0	6.93857E-05	0	0.000233908
g__Pseudohongiella	0	0	0	0.000131389	0	0.000177048	0	0.000492205	0	0.00067922	0	0	0.001674281	0.002358356	0.001262434	0.000631935	0.000660114	0	0.002492517	0.002146073	0.000544501	0	0.001213422	0.001516013	0.000844744	0.001020692	0.000865542	0.001395839	0.001547819	0.001397075	0.001024297	0.000569295	0.00114778	0.000225989	0.003917304	0.001071767	0	0	3.209E-05	0	0	0	0.000218147	0	0	7.3769E-05	0.00010502	0.000196469	0	0	0	6.93857E-05	0	0
